Sens-1;Sens-2;Sens-3;Sens-4;Sens-5;Sens-6;Sens-7;Sens-8;Sens-9;Sens-10;Label
18.26;28.26;78.26;121.03;92.57;2.13;203.85;51.39;83.09;128.48;1
17.59;27.59;77.59;118.35;85.88;1.79;193.82;44.16;72.24;110.41;1
18.84;28.84;78.84;123.36;98.41;2.42;212.62;36.20;60.30;90.50;1
18.47;28.47;78.47;121.89;94.72;2.24;207.08;54.05;87.07;135.12;1
19.22;29.22;79.22;124.87;102.19;2.61;218.28;45.45;74.17;113.62;1
17.50;27.50;77.50;118.00;85.01;1.75;192.52;44.56;72.84;111.40;1
18.33;28.33;78.33;121.34;93.34;2.17;205.02;42.70;70.05;106.75;1
17.45;27.45;77.45;117.78;84.45;1.72;191.68;47.93;77.90;119.83;0
18.90;28.90;78.90;123.61;99.03;2.45;213.55;45.84;74.76;114.60;1
16.70;26.70;76.70;114.79;76.97;1.35;180.46;46.81;76.22;117.03;1
16.46;26.46;76.46;113.84;74.60;1.23;176.90;44.46;72.69;111.15;1
16.65;26.65;76.65;114.60;76.50;1.32;179.74;42.63;69.95;106.58;1
18.62;28.62;78.62;122.49;96.22;2.31;209.33;45.75;74.62;114.37;1
18.37;28.37;78.37;121.48;93.71;2.19;205.56;38.30;63.46;95.76;1
18.90;28.90;78.90;123.61;99.03;2.45;213.54;35.87;59.80;89.67;1
18.68;28.68;78.68;122.73;96.81;2.34;210.22;46.89;76.34;117.23;1
18.19;28.19;78.19;120.78;91.94;2.10;202.91;42.41;69.62;106.03;1
18.68;28.68;78.68;122.71;96.77;2.34;210.15;27.81;47.72;69.53;1
17.00;27.00;77.00;115.98;79.95;1.50;184.93;55.20;88.80;138.00;0
16.19;26.19;76.19;112.77;71.93;1.10;172.89;32.11;54.17;80.28;1
19.75;29.75;79.75;126.99;107.47;2.87;226.20;50.22;81.33;125.56;1
17.89;27.89;77.89;119.54;88.86;1.94;198.29;45.86;74.79;114.64;1
19.01;29.01;79.01;124.04;100.10;2.50;215.14;44.30;72.45;110.75;1
18.06;28.06;78.06;120.23;90.57;2.03;200.86;45.67;74.51;114.18;1
16.26;26.26;76.26;113.05;72.63;1.13;173.95;47.59;77.38;118.97;1
16.15;26.15;76.15;112.60;71.49;1.07;172.24;46.07;75.11;115.18;1
17.41;27.41;77.41;117.65;84.13;1.71;191.20;43.41;71.12;108.53;1
18.88;28.88;78.88;123.52;98.79;2.44;213.19;46.67;76.00;116.66;1
16.79;26.79;76.79;115.17;77.93;1.40;181.90;35.84;59.76;89.61;1
19.13;29.13;79.13;124.54;101.34;2.57;217.01;36.70;61.05;91.76;1
15.45;25.45;75.45;109.78;64.45;0.72;161.68;63.87;101.81;159.68;0
18.38;28.38;78.38;121.52;93.79;2.19;205.68;40.26;66.40;100.66;1
17.46;27.46;77.46;117.84;84.61;1.73;191.91;37.58;62.37;93.95;1
15.88;25.88;75.88;111.53;68.81;0.94;168.22;55.70;89.54;139.24;0
17.16;27.16;77.16;116.64;81.59;1.58;187.39;33.66;56.49;84.15;1
16.58;26.58;76.58;114.30;75.75;1.29;178.63;47.22;76.83;118.05;1
17.29;27.29;77.29;117.17;82.91;1.65;189.37;36.81;61.21;92.02;1
18.41;28.41;78.41;121.64;94.09;2.20;206.14;39.08;64.61;97.69;1
17.56;27.56;77.56;118.22;85.56;1.78;193.34;47.70;77.55;119.24;1
16.70;26.70;76.70;114.79;76.99;1.35;180.48;57.44;92.16;143.61;0
17.40;27.40;77.40;117.60;84.01;1.70;191.01;46.98;76.48;117.46;1
17.62;27.62;77.62;118.48;86.20;1.81;194.29;42.79;70.18;106.97;1
18.28;28.28;78.28;121.14;92.84;2.14;204.27;47.53;77.29;118.82;1
19.17;29.17;79.17;124.68;101.70;2.59;217.56;58.51;93.76;146.27;1
19.11;29.11;79.11;124.44;101.09;2.55;216.64;35.33;59.00;88.33;1
17.31;27.31;77.31;117.24;83.10;1.65;189.65;53.79;86.69;134.49;1
17.92;27.92;77.92;119.68;89.20;1.96;198.80;59.51;95.27;148.78;1
16.60;26.60;76.60;114.40;76.00;1.30;179.01;49.53;80.30;123.83;1
18.92;28.92;78.92;123.66;99.15;2.46;213.73;48.03;78.05;120.08;1
16.72;26.72;76.72;114.88;77.20;1.36;180.80;41.57;68.36;103.93;1
18.19;28.19;78.19;120.77;91.92;2.10;202.88;39.20;64.80;98.00;1
17.38;27.38;77.38;117.52;83.81;1.69;190.71;52.18;84.27;130.45;1
16.85;26.85;76.85;115.40;78.50;1.42;182.75;43.93;71.89;109.82;1
17.71;27.71;77.71;118.83;87.07;1.85;195.61;45.35;74.02;113.37;1
18.60;28.60;78.60;122.41;96.02;2.30;209.03;42.70;70.05;106.75;1
20.50;30.50;80.50;129.99;114.97;3.25;237.46;47.62;77.43;119.06;1
19.03;29.03;79.03;124.12;100.30;2.52;215.45;47.44;77.16;118.60;1
17.22;27.22;77.22;116.86;82.16;1.61;188.24;40.51;66.76;101.27;1
16.77;26.77;76.77;115.08;77.69;1.38;181.54;46.22;75.33;115.55;1
18.15;28.15;78.15;120.58;91.45;2.07;202.18;53.36;86.05;133.41;1
20.13;30.13;80.13;128.50;111.26;3.06;231.89;43.89;71.84;109.73;1
17.86;27.86;77.86;119.44;88.59;1.93;197.89;47.42;77.12;118.54;1
17.15;27.15;77.15;116.61;81.53;1.58;187.29;48.76;79.15;121.91;1
20.00;30.00;80.00;128.00;110.01;3.00;230.01;43.32;70.98;108.29;1
18.40;28.40;78.40;121.62;94.04;2.20;206.06;33.18;55.77;82.96;1
18.37;28.37;78.37;121.46;93.66;2.18;205.49;41.35;68.02;103.37;1
19.22;29.22;79.22;124.88;102.20;2.61;218.31;44.13;72.20;110.33;1
17.17;27.17;77.17;116.69;81.72;1.59;187.57;41.33;67.99;103.31;1
18.28;28.28;78.28;121.12;92.80;2.14;204.20;51.05;82.57;127.62;1
17.50;27.50;77.50;118.01;85.02;1.75;192.53;41.16;67.73;102.89;1
16.25;26.25;76.25;113.00;72.50;1.12;173.75;47.97;77.96;119.93;1
16.79;26.79;76.79;115.17;77.92;1.40;181.88;42.85;70.28;107.13;1
17.61;27.61;77.61;118.42;86.06;1.80;194.09;42.54;69.81;106.35;1
16.14;26.14;76.14;112.58;71.45;1.07;172.17;52.58;84.87;131.44;0
16.63;26.63;76.63;114.53;76.33;1.32;179.50;45.49;74.24;113.73;1
17.49;27.49;77.49;117.98;84.94;1.75;192.41;42.37;69.55;105.92;1
19.10;29.10;79.10;124.41;101.03;2.55;216.54;41.15;67.72;102.87;1
19.43;29.43;79.43;125.71;104.29;2.71;221.43;38.36;63.54;95.91;1
19.10;29.10;79.10;124.39;100.98;2.55;216.47;45.59;74.39;113.98;1
17.30;27.30;77.30;117.19;82.97;1.65;189.46;52.54;84.80;131.34;1
17.68;27.68;77.68;118.72;86.81;1.84;195.22;58.47;93.70;146.17;1
16.68;26.68;76.68;114.74;76.84;1.34;180.27;52.29;84.43;130.72;1
17.54;27.54;77.54;118.15;85.37;1.77;193.06;58.53;93.79;146.32;1
18.64;28.64;78.64;122.58;96.44;2.32;209.66;46.42;75.62;116.04;1
19.33;29.33;79.33;125.34;103.34;2.67;220.01;37.92;62.88;94.79;1
17.86;27.86;77.86;119.46;88.64;1.93;197.96;44.44;72.66;111.10;1
17.35;27.35;77.35;117.40;83.50;1.67;190.25;41.20;67.81;103.01;1
17.74;27.74;77.74;118.95;87.37;1.87;196.05;54.34;87.52;135.86;1
17.26;27.26;77.26;117.04;82.61;1.63;188.91;50.14;81.21;125.36;0
18.18;28.18;78.18;120.72;91.81;2.09;202.71;34.89;58.34;87.23;1
18.67;28.67;78.67;122.70;96.74;2.34;210.11;39.22;64.82;98.04;1
19.33;29.33;79.33;125.31;103.27;2.66;219.90;41.14;67.71;102.85;1
19.60;29.60;79.60;126.40;105.99;2.80;223.99;48.05;78.08;120.13;1
16.23;26.23;76.23;112.91;72.27;1.11;173.40;54.45;87.67;136.12;1
17.82;27.82;77.82;119.30;88.25;1.91;197.37;37.31;61.97;93.28;1
19.17;29.17;79.17;124.70;101.74;2.59;217.61;40.76;67.13;101.89;1
17.27;27.27;77.27;117.07;82.68;1.63;189.02;52.67;85.01;131.68;0
18.97;28.97;78.97;123.90;99.74;2.49;214.61;52.70;85.05;131.75;1
17.37;27.37;77.37;117.47;83.67;1.68;190.51;45.15;73.73;112.88;1
16.82;26.82;76.82;115.26;78.15;1.41;182.23;50.23;81.34;125.57;1
16.60;26.60;76.60;114.40;76.00;1.30;179.00;43.13;70.69;107.81;1
17.39;27.39;77.39;117.58;83.94;1.70;190.91;29.87;50.80;74.67;1
20.05;30.05;80.05;128.20;110.49;3.02;230.73;27.26;46.89;68.15;1
19.63;29.63;79.63;126.51;106.27;2.81;224.40;49.86;80.79;124.65;1
17.90;27.90;77.90;119.60;89.00;1.95;198.50;40.98;67.46;102.44;1
16.75;26.75;76.75;114.99;77.48;1.37;181.21;54.09;87.14;135.23;1
18.94;28.94;78.94;123.77;99.41;2.47;214.12;43.42;71.13;108.56;1
18.23;28.23;78.23;120.92;92.31;2.12;203.47;40.52;66.77;101.29;1
17.52;27.52;77.52;118.08;85.21;1.76;192.81;53.75;86.63;134.38;0
17.04;27.04;77.04;116.16;80.40;1.52;185.60;46.59;75.89;116.49;1
18.80;28.80;78.80;123.20;98.01;2.40;212.01;37.59;62.39;93.98;1
16.87;26.87;76.87;115.49;78.72;1.44;183.08;43.43;71.15;108.58;1
18.85;28.85;78.85;123.39;98.47;2.42;212.71;54.74;88.10;136.84;1
17.48;27.48;77.48;117.93;84.84;1.74;192.26;47.29;76.94;118.23;1
19.50;29.50;79.50;125.98;104.96;2.75;222.43;45.01;73.51;112.52;1
16.64;26.64;76.64;114.57;76.43;1.32;179.65;58.09;93.13;145.22;1
18.40;28.40;78.40;121.61;94.02;2.20;206.03;43.68;71.52;109.20;1
19.05;29.05;79.05;124.20;100.50;2.53;215.75;35.52;59.28;88.80;1
16.27;26.27;76.27;113.10;72.75;1.14;174.12;43.71;71.57;109.28;1
17.03;27.03;77.03;116.12;80.31;1.52;185.47;57.52;92.28;143.80;1
16.86;26.86;76.86;115.45;78.62;1.43;182.94;37.00;61.50;92.50;1
18.05;28.05;78.05;120.20;90.50;2.02;200.74;48.15;78.22;120.37;1
17.10;27.10;77.10;116.40;81.01;1.55;186.52;45.94;74.92;114.86;0
17.00;27.00;77.00;116.01;80.03;1.50;185.05;56.43;90.65;141.08;0
17.62;27.62;77.62;118.48;86.21;1.81;194.31;42.08;69.12;105.19;1
19.02;29.02;79.02;124.07;100.17;2.51;215.25;36.88;61.32;92.20;1
17.68;27.68;77.68;118.74;86.85;1.84;195.27;50.96;82.43;127.39;1
18.20;28.20;78.20;120.81;92.02;2.10;203.03;31.11;52.66;77.77;1
18.24;28.24;78.24;120.97;92.42;2.12;203.63;43.35;71.03;108.38;1
16.81;26.81;76.81;115.24;78.10;1.40;182.15;51.84;83.77;129.61;0
15.24;25.24;75.24;108.98;62.44;0.62;158.67;37.23;61.84;93.07;1
16.17;26.17;76.17;112.67;71.66;1.08;172.50;39.79;65.68;99.46;1
17.36;27.36;77.36;117.44;83.61;1.68;190.42;35.96;59.94;89.90;1
19.83;29.83;79.83;127.32;108.29;2.91;227.44;42.84;70.26;107.11;1
16.93;26.93;76.93;115.73;79.33;1.47;183.99;43.79;71.68;109.47;1
19.10;29.10;79.10;124.40;100.99;2.55;216.49;48.12;78.18;120.31;1
16.55;26.55;76.55;114.20;75.49;1.27;178.24;41.29;67.93;103.22;1
17.87;27.87;77.87;119.47;88.68;1.93;198.01;58.50;93.76;146.26;1
17.90;27.90;77.90;119.58;88.96;1.95;198.44;41.58;68.37;103.94;1
16.78;26.78;76.78;115.12;77.80;1.39;181.70;54.07;87.11;135.18;1
17.58;27.58;77.58;118.32;85.81;1.79;193.71;41.81;68.71;104.52;1
19.15;29.15;79.15;124.60;101.50;2.57;217.25;39.62;65.43;99.05;1
18.87;28.87;78.87;123.47;98.67;2.43;213.01;41.86;68.79;104.64;1
17.47;27.47;77.47;117.90;84.74;1.74;192.11;39.37;65.06;98.44;1
18.50;28.50;78.50;122.00;94.99;2.25;207.48;48.99;79.48;122.47;1
17.17;27.17;77.17;116.68;81.70;1.58;187.54;42.94;70.41;107.35;1
17.26;27.26;77.26;117.02;82.56;1.63;188.83;41.31;67.96;103.26;1
16.72;26.72;76.72;114.89;77.22;1.36;180.83;34.01;57.02;85.04;1
17.30;27.30;77.30;117.22;83.04;1.65;189.56;51.63;83.44;129.07;1
17.25;27.25;77.25;117.01;82.53;1.63;188.80;28.83;49.24;72.07;1
17.91;27.91;77.91;119.66;89.14;1.96;198.71;39.11;64.66;97.77;1
17.74;27.74;77.74;118.94;87.36;1.87;196.04;47.70;77.55;119.25;1
18.04;28.04;78.04;120.16;90.40;2.02;200.60;46.34;75.51;115.84;1
17.72;27.72;77.72;118.87;87.18;1.86;195.77;35.92;59.88;89.81;1
18.46;28.46;78.46;121.84;94.61;2.23;206.92;43.64;71.46;109.09;1
18.73;28.73;78.73;122.93;97.33;2.37;211.00;35.33;58.99;88.32;1
16.65;26.65;76.65;114.60;76.50;1.33;179.75;40.11;66.16;100.27;1
17.91;27.91;77.91;119.64;89.09;1.95;198.63;48.39;78.59;120.98;1
17.98;27.98;77.98;119.92;89.81;1.99;199.71;37.43;62.15;93.58;1
19.74;29.74;79.74;126.97;107.42;2.87;226.13;52.61;84.92;131.53;1
17.63;27.63;77.63;118.50;86.26;1.81;194.39;41.53;68.30;103.83;1
19.40;29.40;79.40;125.59;103.98;2.70;220.96;35.17;58.76;87.94;1
16.51;26.51;76.51;114.02;75.06;1.25;177.59;36.07;60.10;90.16;1
17.53;27.53;77.53;118.12;85.29;1.76;192.94;60.75;97.12;151.87;1
17.46;27.46;77.46;117.84;84.59;1.73;191.88;60.68;97.02;151.70;1
17.21;27.21;77.21;116.85;82.13;1.61;188.19;46.44;75.66;116.10;1
17.49;27.49;77.49;117.97;84.93;1.75;192.40;37.62;62.42;94.04;1
18.78;28.78;78.78;123.11;97.79;2.39;211.68;35.82;59.73;89.56;1
18.46;28.46;78.46;121.82;94.56;2.23;206.84;57.10;91.65;142.76;1
18.99;28.99;78.99;123.97;99.93;2.50;214.90;53.43;86.14;133.57;1
19.21;29.21;79.21;124.85;102.12;2.61;218.17;33.90;56.84;84.74;1
17.75;27.75;77.75;118.98;87.45;1.87;196.18;58.23;93.34;145.57;0
18.20;28.20;78.20;120.81;92.01;2.10;203.02;45.44;74.17;113.61;1
17.60;27.60;77.60;118.39;85.98;1.80;193.96;41.63;68.45;104.08;1
17.38;27.38;77.38;117.52;83.79;1.69;190.69;55.90;89.85;139.74;1
19.75;29.75;79.75;126.99;107.48;2.87;226.22;34.78;58.17;86.94;1
18.43;28.43;78.43;121.71;94.28;2.21;206.42;36.38;60.56;90.94;1
17.08;27.08;77.08;116.31;80.78;1.54;186.16;38.75;64.12;96.87;1
17.50;27.50;77.50;118.01;85.03;1.75;192.55;44.79;73.19;111.98;1
18.61;28.61;78.61;122.42;96.05;2.30;209.08;56.65;90.97;141.61;1
16.58;26.58;76.58;114.31;75.77;1.29;178.66;52.10;84.15;130.25;1
18.25;28.25;78.25;120.98;92.45;2.12;203.68;47.63;77.45;119.08;1
18.51;28.51;78.51;122.05;95.12;2.26;207.68;43.33;71.00;108.33;1
18.97;28.97;78.97;123.87;99.68;2.48;214.52;32.49;54.73;81.22;1
17.75;27.75;77.75;118.99;87.46;1.87;196.20;39.67;65.51;99.19;1
17.78;27.78;77.78;119.13;87.83;1.89;196.74;27.94;47.91;69.86;1
18.76;28.76;78.76;123.03;97.58;2.38;211.37;46.52;75.77;116.29;1
17.60;27.60;77.60;118.41;86.03;1.80;194.05;35.23;58.84;88.07;1
18.17;28.17;78.17;120.70;91.75;2.09;202.62;35.16;58.74;87.90;1
19.27;29.27;79.27;125.06;102.66;2.63;218.99;45.44;74.16;113.60;1
15.86;25.86;75.86;111.44;68.60;0.93;167.90;40.72;67.07;101.79;1
18.14;28.14;78.14;120.55;91.37;2.07;202.06;36.54;60.81;91.35;1
16.95;26.95;76.95;115.78;79.45;1.47;184.18;45.93;74.90;114.83;1
18.19;28.19;78.19;120.78;91.94;2.10;202.91;22.22;39.32;55.54;1
18.52;28.52;78.52;122.08;95.21;2.26;207.82;57.49;92.24;143.73;1
18.00;28.00;78.00;120.00;90.01;2.00;200.02;44.94;73.42;112.36;0
19.04;29.04;79.04;124.18;100.45;2.52;215.67;28.63;48.95;71.58;1
17.33;27.33;77.33;117.31;83.28;1.66;189.92;44.48;72.72;111.20;1
16.08;26.08;76.08;112.32;70.80;1.04;171.19;45.56;74.34;113.89;1
17.41;27.41;77.41;117.64;84.10;1.71;191.16;37.77;62.65;94.41;1
18.80;28.80;78.80;123.20;97.99;2.40;211.99;34.08;57.12;85.20;1
19.88;29.88;79.88;127.52;108.81;2.94;228.22;52.87;85.30;132.17;1
17.47;27.47;77.47;117.89;84.73;1.74;192.10;37.81;62.71;94.52;1
16.94;26.94;76.94;115.78;79.44;1.47;184.17;29.66;50.50;74.16;1
17.24;27.24;77.24;116.96;82.39;1.62;188.59;36.01;60.01;90.02;1
17.42;27.42;77.42;117.69;84.24;1.71;191.35;57.75;92.62;144.37;1
17.47;27.47;77.47;117.87;84.67;1.73;192.00;54.63;87.94;136.57;1
19.98;29.98;79.98;127.91;109.79;2.99;229.68;64.57;102.86;161.43;1
17.69;27.69;77.69;118.77;86.92;1.85;195.38;43.75;71.62;109.37;1
18.04;28.04;78.04;120.17;90.43;2.02;200.65;44.69;73.04;111.73;1
18.15;28.15;78.15;120.59;91.49;2.07;202.23;58.57;93.86;146.43;1
16.54;26.54;76.54;114.14;75.36;1.27;178.04;27.04;46.57;67.61;1
16.70;26.70;76.70;114.82;77.04;1.35;180.56;35.42;59.13;88.55;1
17.73;27.73;77.73;118.93;87.33;1.87;196.00;43.79;71.69;109.48;1
18.47;28.47;78.47;121.88;94.69;2.23;207.04;33.98;56.97;84.95;1
19.19;29.19;79.19;124.77;101.91;2.60;217.87;39.89;65.84;99.73;1
18.90;28.90;78.90;123.60;98.99;2.45;213.49;22.72;40.08;56.80;1
18.63;28.63;78.63;122.52;96.30;2.31;209.45;37.88;62.82;94.70;0
17.49;27.49;77.49;117.97;84.93;1.75;192.39;43.85;71.77;109.62;0
18.41;28.41;78.41;121.65;94.11;2.21;206.17;49.80;80.70;124.51;1
18.65;28.65;78.65;122.59;96.47;2.32;209.71;46.36;75.54;115.91;1
18.14;28.14;78.14;120.57;91.42;2.07;202.13;50.27;81.40;125.67;1
19.83;29.83;79.83;127.33;108.33;2.92;227.49;42.75;70.13;106.88;1
18.15;28.15;78.15;120.60;91.50;2.08;202.26;45.52;74.28;113.79;1
18.36;28.36;78.36;121.43;93.57;2.18;205.36;47.08;76.63;117.71;1
17.57;27.57;77.57;118.28;85.69;1.78;193.54;33.46;56.20;83.66;1
17.80;27.80;77.80;119.19;87.97;1.90;196.95;53.07;85.60;132.66;1
17.36;27.36;77.36;117.42;83.56;1.68;190.34;41.30;67.95;103.24;1
16.92;26.92;76.92;115.66;79.16;1.46;183.74;42.49;69.74;106.23;1
18.55;28.55;78.55;122.20;95.51;2.28;208.26;26.56;45.85;66.41;1
18.37;28.37;78.37;121.50;93.74;2.19;205.61;38.72;64.09;96.81;1
18.21;28.21;78.21;120.85;92.13;2.11;203.19;34.88;58.31;87.19;0
19.77;29.77;79.77;127.09;107.73;2.89;226.60;41.60;68.41;104.01;1
17.83;27.83;77.83;119.32;88.29;1.91;197.44;45.02;73.53;112.55;1
17.02;27.02;77.02;116.06;80.16;1.51;185.24;33.37;56.06;83.43;1
17.14;27.14;77.14;116.57;81.43;1.57;187.14;39.36;65.05;98.41;1
20.07;30.07;80.07;128.27;110.67;3.03;231.00;55.08;88.62;137.69;1
18.86;28.86;78.86;123.42;98.55;2.43;212.83;59.49;95.24;148.73;1
18.86;28.86;78.86;123.45;98.62;2.43;212.93;47.97;77.96;119.94;1
19.13;29.13;79.13;124.51;101.27;2.56;216.90;30.31;51.47;75.78;1
18.04;28.04;78.04;120.16;90.40;2.02;200.60;43.66;71.49;109.15;1
17.79;27.79;77.79;119.15;87.87;1.89;196.81;35.33;59.00;88.33;1
18.36;28.36;78.36;121.43;93.57;2.18;205.35;40.48;66.72;101.19;1
17.73;27.73;77.73;118.92;87.29;1.86;195.93;44.59;72.89;111.48;1
18.75;28.75;78.75;123.00;97.50;2.37;211.25;41.30;67.96;103.26;1
17.90;27.90;77.90;119.61;89.04;1.95;198.56;50.32;81.49;125.81;1
16.96;26.96;76.96;115.85;79.63;1.48;184.45;43.95;71.93;109.88;1
18.27;28.27;78.27;121.08;92.70;2.13;204.04;47.72;77.58;119.30;1
18.96;28.96;78.96;123.84;99.59;2.48;214.39;30.79;52.19;76.98;1
17.75;27.75;77.75;119.00;87.49;1.87;196.24;33.16;55.75;82.91;1
17.69;27.69;77.69;118.75;86.87;1.84;195.31;40.74;67.11;101.86;0
18.34;28.34;78.34;121.37;93.42;2.17;205.14;44.36;72.53;110.89;1
16.61;26.61;76.61;114.43;76.09;1.30;179.13;44.73;73.10;111.84;1
17.35;27.35;77.35;117.40;83.51;1.68;190.26;38.82;64.23;97.05;1
16.94;26.94;76.94;115.74;79.35;1.47;184.03;23.26;40.89;58.15;1
18.93;28.93;78.93;123.73;99.33;2.47;214.00;50.37;81.55;125.92;1
18.09;28.09;78.09;120.36;90.90;2.05;201.35;46.16;75.24;115.40;1
17.58;27.58;77.58;118.32;85.79;1.79;193.69;43.32;70.97;108.29;1
16.16;26.16;76.16;112.66;71.65;1.08;172.47;61.56;98.34;153.91;0
17.84;27.84;77.84;119.35;88.36;1.92;197.55;43.47;71.21;108.69;1
19.23;29.23;79.23;124.94;102.35;2.62;218.52;40.63;66.94;101.57;1
18.34;28.34;78.34;121.36;93.41;2.17;205.12;52.56;84.84;131.40;1
17.42;27.42;77.42;117.69;84.21;1.71;191.32;37.20;61.80;93.00;1
18.23;28.23;78.23;120.92;92.29;2.11;203.43;39.18;64.78;97.96;1
18.78;28.78;78.78;123.10;97.76;2.39;211.64;52.13;84.19;130.32;1
18.60;28.60;78.60;122.41;96.03;2.30;209.04;59.01;94.52;147.54;1
17.25;27.25;77.25;117.00;82.50;1.62;188.75;52.81;85.22;132.03;1
18.13;28.13;78.13;120.52;91.31;2.07;201.96;44.29;72.44;110.73;1
16.69;26.69;76.69;114.75;76.88;1.34;180.31;46.86;76.30;117.16;1
17.82;27.82;77.82;119.28;88.20;1.91;197.30;39.82;65.72;99.54;1
17.96;27.96;77.96;119.84;89.59;1.98;199.39;55.58;89.38;138.96;1
18.91;28.91;78.91;123.66;99.14;2.46;213.72;45.56;74.34;113.89;1
18.81;28.81;78.81;123.26;98.14;2.41;212.21;43.73;71.59;109.32;1
19.97;29.97;79.97;127.89;109.72;2.99;229.58;40.53;66.79;101.32;1
17.99;27.99;77.99;119.95;89.89;1.99;199.83;33.56;56.34;83.89;1
16.76;26.76;76.76;115.06;77.64;1.38;181.46;40.66;66.99;101.65;1
16.75;26.75;76.75;115.01;77.53;1.38;181.30;37.27;61.91;93.18;1
16.29;26.29;76.29;113.16;72.89;1.14;174.34;50.21;81.32;125.53;1
18.29;28.29;78.29;121.17;92.92;2.15;204.38;38.27;63.40;95.67;1
18.58;28.58;78.58;122.33;95.81;2.29;208.72;47.56;77.34;118.89;1
18.11;28.11;78.11;120.45;91.14;2.06;201.70;39.05;64.57;97.62;1
17.65;27.65;77.65;118.60;86.51;1.83;194.77;41.09;67.63;102.72;1
17.69;27.69;77.69;118.77;86.93;1.85;195.39;37.45;62.18;93.63;1
17.61;27.61;77.61;118.45;86.13;1.81;194.19;44.78;73.18;111.96;1
18.26;28.26;78.26;121.02;92.55;2.13;203.83;48.33;78.49;120.82;1
17.24;27.24;77.24;116.98;82.44;1.62;188.66;51.26;82.89;128.15;0
16.87;26.87;76.87;115.46;78.66;1.43;182.99;51.62;83.42;129.04;1
19.06;29.06;79.06;124.24;100.59;2.53;215.89;48.10;78.15;120.25;1
18.17;28.17;78.17;120.67;91.68;2.08;202.52;31.52;53.28;78.80;1
18.37;28.37;78.37;121.46;93.65;2.18;205.48;45.70;74.55;114.25;1
18.32;28.32;78.32;121.28;93.20;2.16;204.80;35.79;59.68;89.47;1
15.96;25.96;75.96;111.83;69.58;0.98;169.38;45.02;73.53;112.56;1
17.68;27.68;77.68;118.73;86.83;1.84;195.25;57.49;92.24;143.73;1
17.93;27.93;77.93;119.74;89.34;1.97;199.01;48.78;79.18;121.96;1
18.98;28.98;78.98;123.92;99.79;2.49;214.68;46.86;76.28;117.14;1
19.00;29.00;79.00;124.01;100.01;2.50;215.02;37.45;62.18;93.64;1
19.08;29.08;79.08;124.32;100.80;2.54;216.19;33.70;56.56;84.26;1
17.36;27.36;77.36;117.42;83.56;1.68;190.34;45.31;73.96;113.26;1
18.05;28.05;78.05;120.22;90.55;2.03;200.82;43.25;70.87;108.12;1
17.68;27.68;77.68;118.70;86.76;1.84;195.13;37.60;62.40;94.00;1
17.59;27.59;77.59;118.35;85.89;1.79;193.83;35.81;59.72;89.53;1
16.61;26.61;76.61;114.44;76.09;1.30;179.14;48.46;78.69;121.15;0
18.85;28.85;78.85;123.42;98.54;2.43;212.81;44.90;73.34;112.24;1
18.41;28.41;78.41;121.64;94.11;2.21;206.16;31.49;53.24;78.73;1
19.70;29.70;79.70;126.80;107.01;2.85;225.52;41.09;67.63;102.72;1
17.18;27.18;77.18;116.70;81.76;1.59;187.64;50.21;81.32;125.53;0
17.62;27.62;77.62;118.49;86.23;1.81;194.34;44.19;72.28;110.47;1
18.80;28.80;78.80;123.22;98.05;2.40;212.07;57.71;92.56;144.27;1
18.33;28.33;78.33;121.31;93.29;2.16;204.93;40.84;67.26;102.10;1
18.82;28.82;78.82;123.27;98.18;2.41;212.27;46.08;75.11;115.19;1
17.66;27.66;77.66;118.65;86.62;1.83;194.93;37.19;61.78;92.97;1
18.24;28.24;78.24;120.98;92.44;2.12;203.66;54.68;88.02;136.69;1
16.65;26.65;76.65;114.58;76.45;1.32;179.68;28.72;49.08;71.80;1
17.96;27.96;77.96;119.83;89.57;1.98;199.36;36.60;60.90;91.50;1
20.13;30.13;80.13;128.50;111.25;3.06;231.88;54.34;87.51;135.85;1
16.27;26.27;76.27;113.08;72.70;1.14;174.05;46.71;76.06;116.77;1
18.98;28.98;78.98;123.94;99.84;2.49;214.76;58.47;93.70;146.17;1
16.63;26.63;76.63;114.54;76.34;1.32;179.51;36.92;61.37;92.29;1
17.43;27.43;77.43;117.71;84.28;1.71;191.42;60.71;97.06;151.77;1
18.89;28.89;78.89;123.57;98.93;2.45;213.39;40.76;67.15;101.91;1
17.99;27.99;77.99;119.95;89.87;1.99;199.80;35.18;58.78;87.96;1
17.20;27.20;77.20;116.80;81.99;1.60;187.99;40.26;66.39;100.66;1
18.16;28.16;78.16;120.63;91.58;2.08;202.37;24.26;42.39;60.65;1
17.03;27.03;77.03;116.14;80.35;1.52;185.52;56.51;90.76;141.27;1
17.72;27.72;77.72;118.88;87.20;1.86;195.81;44.03;72.04;110.07;1
16.63;26.63;76.63;114.51;76.29;1.31;179.43;37.13;61.70;92.83;1
20.45;30.45;80.45;129.80;114.50;3.23;236.75;33.51;56.27;83.79;1
18.10;28.10;78.10;120.39;90.98;2.05;201.47;46.69;76.03;116.72;1
19.01;29.01;79.01;124.04;100.11;2.51;215.16;39.29;64.93;98.22;1
17.60;27.60;77.60;118.40;86.00;1.80;193.99;36.79;61.19;91.99;1
17.64;27.64;77.64;118.57;86.42;1.82;194.62;45.86;74.80;114.66;0
